"","gdenr","gemeinde_f","value","pct_gde","top_names_table"
"1044",3219,"Untereggen",26,2.53,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Broger $/td£ $td£ 26 $/td£  $td£ 2.53% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Braunwalder $/td£ $td£ 18 $/td£  $td£ 1.75% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Riedener $/td£ $td£ 18 $/td£  $td£ 1.75% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rüttimann $/td£ $td£ 15 $/td£  $td£ 1.46% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Knechtle $/td£ $td£ 14 $/td£  $td£ 1.36% $/td£ $/tr£¢ $/table£"
"1045",3231,"Au (SG)",105,1.24,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Zoller $/td£ $td£ 105 $/td£  $td£ 1.24% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Frei $/td£ $td£ 93 $/td£  $td£ 1.1% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Köppel $/td£ $td£ 52 $/td£  $td£ 0.61% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Sieber $/td£ $td£ 52 $/td£  $td£ 0.61% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Weder $/td£ $td£ 52 $/td£  $td£ 0.61% $/td£ $/tr£¢ $/table£"
"1046",3232,"Balgach",88,1.71,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Nüesch $/td£ $td£ 88 $/td£  $td£ 1.71% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Sieber $/td£ $td£ 62 $/td£  $td£ 1.21% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Graf $/td£ $td£ 56 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Zünd $/td£ $td£ 56 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Kehl $/td£ $td£ 55 $/td£  $td£ 1.07% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Weder $/td£ $td£ 55 $/td£  $td£ 1.07% $/td£ $/tr£¢ $/table£"
"1047",3233,"Berneck",62,1.55,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Frei $/td£ $td£ 62 $/td£  $td£ 1.55% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Seitz $/td£ $td£ 62 $/td£  $td£ 1.55% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bürki $/td£ $td£ 42 $/td£  $td£ 1.05% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Thurnheer $/td£ $td£ 39 $/td£  $td£ 0.98% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schelling $/td£ $td£ 37 $/td£  $td£ 0.93% $/td£ $/tr£¢ $/table£"
"1048",3234,"Diepoldsau",192,2.77,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Frei $/td£ $td£ 192 $/td£  $td£ 2.77% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Hutter $/td£ $td£ 191 $/td£  $td£ 2.76% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Spirig $/td£ $td£ 167 $/td£  $td£ 2.41% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Kuster $/td£ $td£ 151 $/td£  $td£ 2.18% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Weder $/td£ $td£ 128 $/td£  $td£ 1.85% $/td£ $/tr£¢ $/table£"
"1049",3235,"Rheineck",42,1.19,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Ibrahimi $/td£ $td£ 42 $/td£  $td£ 1.19% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 34 $/td£  $td£ 0.97% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schneider $/td£ $td£ 21 $/td£  $td£ 0.6% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bischof $/td£ $td£ 19 $/td£  $td£ 0.54% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 19 $/td£  $td£ 0.54% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 19 $/td£  $td£ 0.54% $/td£ $/tr£¢ $/table£"
"1050",3236,"St. Margrethen",68,1.04,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Künzler $/td£ $td£ 68 $/td£  $td£ 1.04% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Osmani $/td£ $td£ 43 $/td£  $td£ 0.66% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Badalli $/td£ $td£ 38 $/td£  $td£ 0.58% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Tiric $/td£ $td£ 37 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Morina $/td£ $td£ 31 $/td£  $td£ 0.47% $/td£ $/tr£¢ $/table£"
"1051",3237,"Thal",54,0.76,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Herzog $/td£ $td£ 54 $/td£  $td£ 0.76% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Niederer $/td£ $td£ 54 $/td£  $td£ 0.76% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Tobler $/td£ $td£ 48 $/td£  $td£ 0.68% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 47 $/td£  $td£ 0.66% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bischof $/td£ $td£ 44 $/td£  $td£ 0.62% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Keller $/td£ $td£ 44 $/td£  $td£ 0.62% $/td£ $/tr£¢ $/table£"
"1052",3238,"Widnau",312,3.02,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Frei $/td£ $td£ 312 $/td£  $td£ 3.02% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Sieber $/td£ $td£ 269 $/td£  $td£ 2.6% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Köppel $/td£ $td£ 207 $/td£  $td£ 2% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Heule $/td£ $td£ 125 $/td£  $td£ 1.21% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Hutter $/td£ $td£ 111 $/td£  $td£ 1.07% $/td£ $/tr£¢ $/table£"
"1053",3251,"Altstätten",151,1.21,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Heeb $/td£ $td£ 151 $/td£  $td£ 1.21% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Steiger $/td£ $td£ 138 $/td£  $td£ 1.11% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Eugster $/td£ $td£ 137 $/td£  $td£ 1.1% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gschwend $/td£ $td£ 132 $/td£  $td£ 1.06% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Baumgartner $/td£ $td£ 121 $/td£  $td£ 0.97% $/td£ $/tr£¢ $/table£"
"1054",3252,"Eichberg",25,1.59,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Haltinner $/td£ $td£ 25 $/td£  $td£ 1.59% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Graf $/td£ $td£ 23 $/td£  $td£ 1.46% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Dürr $/td£ $td£ 22 $/td£  $td£ 1.4% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Baumgartner $/td£ $td£ 21 $/td£  $td£ 1.34% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Segmüller $/td£ $td£ 20 $/td£  $td£ 1.27% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Walt $/td£ $td£ 20 $/td£  $td£ 1.27% $/td£ $/tr£¢ $/table£"
"1055",3253,"Marbach (SG)",71,3.35,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Benz $/td£ $td£ 71 $/td£  $td£ 3.35% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Kobelt $/td£ $td£ 67 $/td£  $td£ 3.16% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Frei $/td£ $td£ 29 $/td£  $td£ 1.37% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Hutter $/td£ $td£ 26 $/td£  $td£ 1.23% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 26 $/td£  $td£ 1.23% $/td£ $/tr£¢ $/table£"
"1056",3254,"Oberriet (SG)",326,3.51,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Lüchinger $/td£ $td£ 326 $/td£  $td£ 3.51% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Hutter $/td£ $td£ 322 $/td£  $td£ 3.47% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Wüst $/td£ $td£ 269 $/td£  $td£ 2.9% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Baumgartner $/td£ $td£ 241 $/td£  $td£ 2.59% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Loher $/td£ $td£ 236 $/td£  $td£ 2.54% $/td£ $/tr£¢ $/table£"
"1057",3255,"Rebstein",106,2.1,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Graf $/td£ $td£ 106 $/td£  $td£ 2.1% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rohner $/td£ $td£ 57 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Keel $/td£ $td£ 47 $/td£  $td£ 0.93% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Sieber $/td£ $td£ 40 $/td£  $td£ 0.79% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schmid $/td£ $td£ 31 $/td£  $td£ 0.61% $/td£ $/tr£¢ $/table£"
"1058",3256,"Rüthi (SG)",130,5.11,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Büchel $/td£ $td£ 130 $/td£  $td£ 5.11% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Heeb $/td£ $td£ 96 $/td£  $td£ 3.78% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schneider $/td£ $td£ 84 $/td£  $td£ 3.3% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Kobler $/td£ $td£ 83 $/td£  $td£ 3.27% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bösch $/td£ $td£ 39 $/td£  $td£ 1.53% $/td£ $/tr£¢ $/table£"
"1059",3271,"Buchs (SG)",157,1.13,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Eggenberger $/td£ $td£ 157 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schwendener $/td£ $td£ 130 $/td£  $td£ 0.93% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Vetsch $/td£ $td£ 97 $/td£  $td£ 0.7% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rohrer $/td£ $td£ 81 $/td£  $td£ 0.58% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Senn $/td£ $td£ 77 $/td£  $td£ 0.55% $/td£ $/tr£¢ $/table£"
"1060",3272,"Gams",226,6.09,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Lenherr $/td£ $td£ 226 $/td£  $td£ 6.09% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Hardegger $/td£ $td£ 149 $/td£  $td£ 4.02% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Dürr $/td£ $td£ 110 $/td£  $td£ 2.96% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schöb $/td£ $td£ 86 $/td£  $td£ 2.32% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Kaiser $/td£ $td£ 71 $/td£  $td£ 1.91% $/td£ $/tr£¢ $/table£"
"1061",3273,"Grabs",363,4.9,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Eggenberger $/td£ $td£ 363 $/td£  $td£ 4.9% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Vetsch $/td£ $td£ 292 $/td£  $td£ 3.94% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Gantenbein $/td£ $td£ 232 $/td£  $td£ 3.13% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Lippuner $/td£ $td£ 149 $/td£  $td£ 2.01% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Stricker $/td£ $td£ 105 $/td£  $td£ 1.42% $/td£ $/tr£¢ $/table£"
"1062",3274,"Sennwald",104,1.66,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Tinner $/td£ $td£ 104 $/td£  $td£ 1.66% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Heeb $/td£ $td£ 95 $/td£  $td£ 1.52% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Hanselmann $/td£ $td£ 66 $/td£  $td£ 1.05% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Vetsch $/td£ $td£ 57 $/td£  $td£ 0.91% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Berger $/td£ $td£ 55 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Müller $/td£ $td£ 55 $/td£  $td£ 0.88% $/td£ $/tr£¢ $/table£"
"1063",3275,"Sevelen",78,1.45,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schwendener $/td£ $td£ 78 $/td£  $td£ 1.45% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Hagmann $/td£ $td£ 54 $/td£  $td£ 1% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 46 $/td£  $td£ 0.85% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Vetsch $/td£ $td£ 40 $/td£  $td£ 0.74% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Hofmänner $/td£ $td£ 39 $/td£  $td£ 0.72% $/td£ $/tr£¢ $/table£"
"1064",3276,"Wartau",204,3.71,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gabathuler $/td£ $td£ 204 $/td£  $td£ 3.71% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 87 $/td£  $td£ 1.58% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Eggenberger $/td£ $td£ 74 $/td£  $td£ 1.35% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Zogg $/td£ $td£ 73 $/td£  $td£ 1.33% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schlegel $/td£ $td£ 61 $/td£  $td£ 1.11% $/td£ $/tr£¢ $/table£"
"1065",3291,"Bad Ragaz",64,0.94,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Widrig $/td£ $td£ 64 $/td£  $td£ 0.94% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Kühne $/td£ $td£ 62 $/td£  $td£ 0.91% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Kohler $/td£ $td£ 51 $/td£  $td£ 0.75% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Kressig $/td£ $td£ 38 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Triet $/td£ $td£ 37 $/td£  $td£ 0.54% $/td£ $/tr£¢ $/table£"
"1066",3292,"Flums",215,4.02,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Wildhaber $/td£ $td£ 215 $/td£  $td£ 4.02% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bless $/td£ $td£ 140 $/td£  $td£ 2.62% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Mannhart $/td£ $td£ 117 $/td£  $td£ 2.19% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Kurath $/td£ $td£ 114 $/td£  $td£ 2.13% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Eberle $/td£ $td£ 93 $/td£  $td£ 1.74% $/td£ $/tr£¢ $/table£"
"1067",3293,"Mels",475,4.98,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Ackermann $/td£ $td£ 475 $/td£  $td£ 4.98% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Good $/td£ $td£ 408 $/td£  $td£ 4.28% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Hobi $/td£ $td£ 215 $/td£  $td£ 2.25% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Willi $/td£ $td£ 210 $/td£  $td£ 2.2% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Kalberer $/td£ $td£ 157 $/td£  $td£ 1.65% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Pfiffner $/td£ $td£ 157 $/td£  $td£ 1.65% $/td£ $/tr£¢ $/table£"
"1068",3294,"Pfäfers",93,5.81,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Kohler $/td£ $td£ 93 $/td£  $td£ 5.81% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Kühne $/td£ $td£ 90 $/td£  $td£ 5.62% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Jäger $/td£ $td£ 62 $/td£  $td£ 3.87% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rupp $/td£ $td£ 49 $/td£  $td£ 3.06% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Nigg $/td£ $td£ 47 $/td£  $td£ 2.94% $/td£ $/tr£¢ $/table£"
"1069",3295,"Quarten",124,4.02,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gubser $/td£ $td£ 124 $/td£  $td£ 4.02% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Walser $/td£ $td£ 91 $/td£  $td£ 2.95% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Giger $/td£ $td£ 86 $/td£  $td£ 2.79% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 57 $/td£  $td£ 1.85% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Hug $/td£ $td£ 53 $/td£  $td£ 1.72% $/td£ $/tr£¢ $/table£"
"1070",3296,"Sargans",88,1.35,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Good $/td£ $td£ 88 $/td£  $td£ 1.35% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 73 $/td£  $td£ 1.12% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Broder $/td£ $td£ 71 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Willi $/td£ $td£ 59 $/td£  $td£ 0.9% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ackermann $/td£ $td£ 58 $/td£  $td£ 0.89% $/td£ $/tr£¢ $/table£"
"1071",3297,"Vilters-Wangs",133,2.63,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Kalberer $/td£ $td£ 133 $/td£  $td£ 2.63% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Grünenfelder $/td£ $td£ 132 $/td£  $td£ 2.61% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Good $/td£ $td£ 87 $/td£  $td£ 1.72% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Willi $/td£ $td£ 80 $/td£  $td£ 1.58% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Wyss $/td£ $td£ 70 $/td£  $td£ 1.38% $/td£ $/tr£¢ $/table£"
"1072",3298,"Walenstadt",118,2.02,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gubser $/td£ $td£ 118 $/td£  $td£ 2.02% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Wildhaber $/td£ $td£ 114 $/td£  $td£ 1.95% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Giger $/td£ $td£ 86 $/td£  $td£ 1.47% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Hobi $/td£ $td£ 67 $/td£  $td£ 1.14% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 67 $/td£  $td£ 1.14% $/td£ $/tr£¢ $/table£"
"1073",3311,"Amden",180,9.44,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gmür $/td£ $td£ 180 $/td£  $td£ 9.44% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Thoma $/td£ $td£ 126 $/td£  $td£ 6.61% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Büsser $/td£ $td£ 68 $/td£  $td£ 3.57% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rüdisüli $/td£ $td£ 57 $/td£  $td£ 2.99% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Böni $/td£ $td£ 53 $/td£  $td£ 2.78% $/td£ $/tr£¢ $/table£"
"1074",3312,"Benken (SG)",74,2.44,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Steiner $/td£ $td£ 74 $/td£  $td£ 2.44% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Hofstetter $/td£ $td£ 71 $/td£  $td£ 2.34% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Glaus $/td£ $td£ 69 $/td£  $td£ 2.27% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Romer $/td£ $td£ 60 $/td£  $td£ 1.98% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Jud $/td£ $td£ 55 $/td£  $td£ 1.81% $/td£ $/tr£¢ $/table£"
