"","gdenr","gemeinde_d","value","pct_gde","top_names_table"
"915",2783,"Burg im Leimental",18,6.67,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 18 $/td£  $td£ 6.67% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Geyer $/td£ $td£ 9 $/td£  $td£ 3.33% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Günter $/td£ $td£ 8 $/td£  $td£ 2.96% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meyer $/td£ $td£ 6 $/td£  $td£ 2.22% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Nambago $/td£ $td£ 6 $/td£  $td£ 2.22% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Wagner $/td£ $td£ 6 $/td£  $td£ 2.22% $/td£ $/tr£¢ $/table£"
"916",2784,"Dittingen",58,7.96,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Jermann $/td£ $td£ 58 $/td£  $td£ 7.96% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Schmidlin $/td£ $td£ 58 $/td£  $td£ 7.96% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Cueni $/td£ $td£ 13 $/td£  $td£ 1.78% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Christ $/td£ $td£ 10 $/td£  $td£ 1.37% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Borer $/td£ $td£ 9 $/td£  $td£ 1.23% $/td£ $/tr£¢ $/table£"
"917",2785,"Duggingen",56,3.5,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Saladin $/td£ $td£ 56 $/td£  $td£ 3.5% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Zeugin $/td£ $td£ 25 $/td£  $td£ 1.56% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 15 $/td£  $td£ 0.94% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Haliti $/td£ $td£ 13 $/td£  $td£ 0.81% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 9 $/td£  $td£ 0.56% $/td£ $/tr£¢ $/table£"
"918",2786,"Grellingen",21,1.09,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Erbsmehl $/td£ $td£ 21 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Hänggi $/td£ $td£ 21 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 21 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Yildirim $/td£ $td£ 17 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Borer $/td£ $td£ 12 $/td£  $td£ 0.62% $/td£ $/tr£¢ $/table£"
"919",2787,"Laufen",83,1.41,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Borer $/td£ $td£ 83 $/td£  $td£ 1.41% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Imhof $/td£ $td£ 47 $/td£  $td£ 0.8% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Jermann $/td£ $td£ 46 $/td£  $td£ 0.78% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 44 $/td£  $td£ 0.75% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Cueni $/td£ $td£ 42 $/td£  $td£ 0.71% $/td£ $/tr£¢ $/table£"
"920",2788,"Liesberg",94,8.68,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Steiner $/td£ $td£ 94 $/td£  $td£ 8.68% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Kohler $/td£ $td£ 28 $/td£  $td£ 2.59% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schwyzer $/td£ $td£ 26 $/td£  $td£ 2.4% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Grun $/td£ $td£ 24 $/td£  $td£ 2.22% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Borer $/td£ $td£ 23 $/td£  $td£ 2.12% $/td£ $/tr£¢ $/table£"
"921",2789,"Nenzlingen",26,5.6,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bohrer $/td£ $td£ 26 $/td£  $td£ 5.6% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schneider $/td£ $td£ 20 $/td£  $td£ 4.31% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bitterli $/td£ $td£ 10 $/td£  $td£ 2.16% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Stress $/td£ $td£ 8 $/td£  $td£ 1.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Lüthi $/td£ $td£ 7 $/td£  $td£ 1.51% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Oser $/td£ $td£ 7 $/td£  $td£ 1.51% $/td£ $/tr£¢ $/table£"
"922",2790,"Roggenburg",26,9.85,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bloch $/td£ $td£ 26 $/td£  $td£ 9.85% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Jacquemai $/td£ $td£ 17 $/td£  $td£ 6.44% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Baumgartner $/td£ $td£ 12 $/td£  $td£ 4.55% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Walther $/td£ $td£ 12 $/td£  $td£ 4.55% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bohrer $/td£ $td£ 7 $/td£  $td£ 2.65% $/td£ $/tr£¢ $/table£"
"923",2791,"Röschenz",107,5.7,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schnell $/td£ $td£ 107 $/td£  $td£ 5.7% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Karrer $/td£ $td£ 92 $/td£  $td£ 4.9% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Borer $/td£ $td£ 48 $/td£  $td£ 2.56% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Weber $/td£ $td£ 41 $/td£  $td£ 2.18% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Cueni $/td£ $td£ 38 $/td£  $td£ 2.02% $/td£ $/tr£¢ $/table£"
"924",2792,"Wahlen",107,6.94,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schmidlin $/td£ $td£ 107 $/td£  $td£ 6.94% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Halbeisen $/td£ $td£ 63 $/td£  $td£ 4.09% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Neyerlin $/td£ $td£ 63 $/td£  $td£ 4.09% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Borer $/td£ $td£ 22 $/td£  $td£ 1.43% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Hänggi $/td£ $td£ 22 $/td£  $td£ 1.43% $/td£ $/tr£¢ $/table£"
"925",2793,"Zwingen",47,1.75,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Scherrer $/td£ $td£ 47 $/td£  $td£ 1.75% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Hueber $/td£ $td£ 34 $/td£  $td£ 1.27% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Jermann $/td£ $td£ 28 $/td£  $td£ 1.04% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Cueni $/td£ $td£ 22 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Borer $/td£ $td£ 21 $/td£  $td£ 0.78% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Müller $/td£ $td£ 21 $/td£  $td£ 0.78% $/td£ $/tr£¢ $/table£"
"926",2821,"Arisdorf",33,1.93,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schaub $/td£ $td£ 33 $/td£  $td£ 1.93% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Surer $/td£ $td£ 27 $/td£  $td£ 1.58% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Häring $/td£ $td£ 21 $/td£  $td£ 1.23% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Kunz $/td£ $td£ 16 $/td£  $td£ 0.94% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schneider $/td£ $td£ 16 $/td£  $td£ 0.94% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schuler $/td£ $td£ 16 $/td£  $td£ 0.94% $/td£ $/tr£¢ $/table£"
"927",2822,"Augst",14,1.33,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Wyttenbach $/td£ $td£ 14 $/td£  $td£ 1.33% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schüpbach $/td£ $td£ 12 $/td£  $td£ 1.14% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Berger $/td£ $td£ 11 $/td£  $td£ 1.04% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Moritz $/td£ $td£ 11 $/td£  $td£ 1.04% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Kastrati $/td£ $td£ 10 $/td£  $td£ 0.95% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Michel $/td£ $td£ 10 $/td£  $td£ 0.95% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Müller $/td£ $td£ 10 $/td£  $td£ 0.95% $/td£ $/tr£
¢ $/table£"
"928",2823,"Bubendorf",50,1.13,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 50 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Tschopp $/td£ $td£ 42 $/td£  $td£ 0.95% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Wahl $/td£ $td£ 37 $/td£  $td£ 0.83% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Weber $/td£ $td£ 36 $/td£  $td£ 0.81% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schneider $/td£ $td£ 33 $/td£  $td£ 0.74% $/td£ $/tr£¢ $/table£"
"929",2824,"Frenkendorf",67,1.03,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Martin $/td£ $td£ 67 $/td£  $td£ 1.03% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 47 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Meier $/td£ $td£ 37 $/td£  $td£ 0.57% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schweizer $/td£ $td£ 31 $/td£  $td£ 0.48% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schaub $/td£ $td£ 30 $/td£  $td£ 0.46% $/td£ $/tr£¢ $/table£"
"930",2825,"Füllinsdorf",28,0.6,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Thommen $/td£ $td£ 28 $/td£  $td£ 0.6% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Özbey $/td£ $td£ 24 $/td£  $td£ 0.52% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 19 $/td£  $td£ 0.41% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schaub $/td£ $td£ 19 $/td£  $td£ 0.41% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Häring $/td£ $td£ 18 $/td£  $td£ 0.39% $/td£ $/tr£¢ $/table£"
"931",2826,"Giebenach",10,0.89,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Puric $/td£ $td£ 10 $/td£  $td£ 0.89% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Schneider $/td£ $td£ 10 $/td£  $td£ 0.89% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 8 $/td£  $td£ 0.71% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Straumann $/td£ $td£ 8 $/td£  $td£ 0.71% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Lüscher $/td£ $td£ 7 $/td£  $td£ 0.63% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Pavlovic $/td£ $td£ 7 $/td£  $td£ 0.63% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Polat $/td£ $td£ 7 $/td£  $td£ 0.63% $/td£ $/tr£§ 
$tr£ $td£ 5. $/td£ $td£ Wyss $/td£ $td£ 7 $/td£  $td£ 0.63% $/td£ $/tr£¢ $/table£"
"932",2827,"Hersberg",23,6.35,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Itin $/td£ $td£ 23 $/td£  $td£ 6.35% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Imhof $/td£ $td£ 7 $/td£  $td£ 1.93% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Moser $/td£ $td£ 7 $/td£  $td£ 1.93% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gogic $/td£ $td£ 6 $/td£  $td£ 1.66% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gürtler $/td£ $td£ 6 $/td£  $td£ 1.66% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Zaugg $/td£ $td£ 6 $/td£  $td£ 1.66% $/td£ $/tr£¢ $/table£"
"933",2828,"Lausen",45,0.78,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 45 $/td£  $td£ 0.78% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Tschudin $/td£ $td£ 40 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 30 $/td£  $td£ 0.52% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Yildiz $/td£ $td£ 27 $/td£  $td£ 0.47% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Shabani $/td£ $td£ 22 $/td£  $td£ 0.38% $/td£ $/tr£¢ $/table£"
"934",2829,"Liestal",91,0.59,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 91 $/td£  $td£ 0.59% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 76 $/td£  $td£ 0.49% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Meyer $/td£ $td£ 67 $/td£  $td£ 0.43% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schneider $/td£ $td£ 65 $/td£  $td£ 0.42% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Thommen $/td£ $td£ 62 $/td£  $td£ 0.4% $/td£ $/tr£¢ $/table£"
"935",2830,"Lupsingen",36,2.39,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Dürrenberger $/td£ $td£ 36 $/td£  $td£ 2.39% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Tschopp $/td£ $td£ 24 $/td£  $td£ 1.6% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Meier $/td£ $td£ 21 $/td£  $td£ 1.4% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bertschi $/td£ $td£ 16 $/td£  $td£ 1.06% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Buser $/td£ $td£ 16 $/td£  $td£ 1.06% $/td£ $/tr£¢ $/table£"
"936",2831,"Pratteln",103,0.63,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Demir $/td£ $td£ 103 $/td£  $td£ 0.63% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Weisskopf $/td£ $td£ 92 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 88 $/td£  $td£ 0.53% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schneider $/td£ $td£ 78 $/td£  $td£ 0.47% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 56 $/td£  $td£ 0.34% $/td£ $/tr£¢ $/table£"
"937",2832,"Ramlinsburg",12,1.61,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Thommen $/td£ $td£ 12 $/td£  $td£ 1.61% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schneider $/td£ $td£ 11 $/td£  $td£ 1.48% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schweizer $/td£ $td£ 11 $/td£  $td£ 1.48% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Heid $/td£ $td£ 10 $/td£  $td£ 1.34% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Lüthi $/td£ $td£ 8 $/td£  $td£ 1.08% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Mundschin $/td£ $td£ 8 $/td£  $td£ 1.08% $/td£ $/tr£¢ $/table£"
"938",2833,"Seltisberg",29,2.23,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schäfer $/td£ $td£ 29 $/td£  $td£ 2.23% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Salathe $/td£ $td£ 27 $/td£  $td£ 2.08% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Spinnler $/td£ $td£ 25 $/td£  $td£ 1.92% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 13 $/td£  $td£ 1% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Weibel $/td£ $td£ 13 $/td£  $td£ 1% $/td£ $/tr£¢ $/table£"
"939",2834,"Ziefen",69,4.23,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Tschopp $/td£ $td£ 69 $/td£  $td£ 4.23% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Recher $/td£ $td£ 54 $/td£  $td£ 3.31% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Hug $/td£ $td£ 28 $/td£  $td£ 1.72% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rudin $/td£ $td£ 24 $/td£  $td£ 1.47% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schaub $/td£ $td£ 22 $/td£  $td£ 1.35% $/td£ $/tr£¢ $/table£"
"940",2841,"Anwil",60,11.3,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schaffner $/td£ $td£ 60 $/td£  $td£ 11.3% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ruepp $/td£ $td£ 18 $/td£  $td£ 3.39% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Gysin $/td£ $td£ 14 $/td£  $td£ 2.64% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 11 $/td£  $td£ 2.07% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schaub $/td£ $td£ 10 $/td£  $td£ 1.88% $/td£ $/tr£¢ $/table£"
"941",2842,"Böckten",21,2.61,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schaub $/td£ $td£ 21 $/td£  $td£ 2.61% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Fiechter $/td£ $td£ 19 $/td£  $td£ 2.36% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Veliu $/td£ $td£ 13 $/td£  $td£ 1.61% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schneider $/td£ $td£ 11 $/td£  $td£ 1.36% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Sutter $/td£ $td£ 10 $/td£  $td£ 1.24% $/td£ $/tr£¢ $/table£"
"942",2843,"Buckten",18,2.51,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schaub $/td£ $td£ 18 $/td£  $td£ 2.51% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Luder $/td£ $td£ 14 $/td£  $td£ 1.95% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Thommen $/td£ $td£ 12 $/td£  $td£ 1.67% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Buser $/td£ $td£ 11 $/td£  $td£ 1.53% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Keller $/td£ $td£ 8 $/td£  $td£ 1.12% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Martin $/td£ $td£ 8 $/td£  $td£ 1.12% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 8 $/td£  $td£ 1.12% $/td£ $/tr£§ 
$tr£ $td£ 5. $/td£ $td£ Wyss $/td£ $td£ 8 $/td£  $td£ 1.12% $/td£ $/tr£¢ $/table£"
"943",2844,"Buus",46,4.12,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Kaufmann $/td£ $td£ 46 $/td£  $td£ 4.12% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schweizer $/td£ $td£ 30 $/td£  $td£ 2.69% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Ritter $/td£ $td£ 28 $/td£  $td£ 2.51% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schaub $/td£ $td£ 25 $/td£  $td£ 2.24% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Weiss $/td£ $td£ 23 $/td£  $td£ 2.06% $/td£ $/tr£¢ $/table£"
"944",2845,"Diepflingen",15,1.91,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Wiedmer $/td£ $td£ 15 $/td£  $td£ 1.91% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Aenishänslin $/td£ $td£ 11 $/td£  $td£ 1.4% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Gysin $/td£ $td£ 9 $/td£  $td£ 1.15% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Rüfenacht $/td£ $td£ 9 $/td£  $td£ 1.15% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schaub $/td£ $td£ 9 $/td£  $td£ 1.15% $/td£ $/tr£¢ $/table£"
